YEAR,MONTH,Datetime,Rainfall
1967,Mar,01-03-1967,50.2
1967,Apr,01-04-1967,0.277
1967,May,01-05-1967,5.947
1967,Jun,01-06-1967,102.316
1967,Jul,01-07-1967,233.313
1967,Aug,01-08-1967,224.185
1967,Sep,01-09-1967,188.78
1967,Oct,01-10-1967,27.233
1967,Nov,01-11-1967,0.039
1967,Dec,01-12-1967,9.852
1968,Jan,01-01-1968,1.848
1968,Feb,01-02-1968,1.679
1968,Mar,01-03-1968,12.542
1968,Apr,01-04-1968,0.326
1968,May,01-05-1968,3.443
1968,Jun,01-06-1968,6.259
1968,Jul,01-07-1968,197.657
1968,Aug,01-08-1968,89.668
1968,Sep,01-09-1968,14.912
1968,Oct,01-10-1968,3.689
1968,Nov,01-11-1968,0.039
1968,Dec,01-12-1968,0
1969,Jan,01-01-1969,6.052
1969,Feb,01-02-1969,0.872
1969,Mar,01-03-1969,0.312
1969,Apr,01-04-1969,0
1969,May,01-05-1969,4.085
1969,Jun,01-06-1969,17.161
1969,Jul,01-07-1969,144.558
1969,Aug,01-08-1969,109.526
1969,Sep,01-09-1969,86.345
1969,Oct,01-10-1969,0
1969,Nov,01-11-1969,5.077
1969,Dec,01-12-1969,0
1970,Jan,01-01-1970,3.647
1970,Feb,01-02-1970,3.23
1970,Mar,01-03-1970,3.967
1970,Apr,01-04-1970,4.309
1970,May,01-05-1970,15.802
1970,Jun,01-06-1970,107.894
1970,Jul,01-07-1970,96.931
1970,Aug,01-08-1970,339.508
1970,Sep,01-09-1970,152.583
1970,Oct,01-10-1970,0.019
1970,Nov,01-11-1970,0.039
1970,Dec,01-12-1970,0
